system,node,rack,start_hours,end_hours,failure_type,root_cause,drive_type
6,197,12,24.3491,24.3885,transient_node,Network,nvme
6,32,2,59.66,59.6834,transient_node,Network,nvme
6,211,13,67.6724,67.7898,transient_node,Network,nvme
6,105,6,82.6638,82.7902,transient_node,Network,nvme
6,237,14,84.3429,84.6436,transient_node,Network,nvme
6,149,9,91.3494,91.5088,transient_node,Network,nvme
6,174,10,93.4925,93.7234,transient_node,Network,nvme
6,142,8,100.6659,100.7288,transient_node,Network,nvme
6,16,1,106.0869,106.4526,transient_node,Network,nvme
6,212,13,107.9742,109.0055,transient_node,Network,nvme
6,215,13,108.6828,108.7051,transient_node,Network,nvme
6,100,6,119.9828,120.0491,transient_node,Network,nvme
6,213,13,132.9431,133.5029,transient_node,Network,nvme
6,236,14,146.565,147.0675,transient_node,Network,nvme
6,184,11,157.718,158.1326,transient_node,Network,nvme
6,184,11,162.8764,163.0259,transient_node,Network,nvme
6,45,2,171.9388,172.5276,transient_node,Network,nvme
6,45,2,182.2284,182.3523,transient_node,Network,nvme
6,223,13,182.5683,182.682,transient_node,Network,nvme
6,191,11,193.5302,193.545,transient_node,Network,nvme
6,16,1,195.5533,195.5687,transient_node,Network,nvme
6,235,14,238.8821,239.0462,transient_node,Network,nvme
6,211,13,248.4373,249.2446,transient_node,Network,nvme
6,199,12,254.9932,255.2182,transient_node,Network,nvme
6,6,0,275.0638,275.1123,transient_node,Network,nvme
6,209,13,289.9925,290.0217,transient_node,Network,nvme
6,117,7,363.3934,363.9233,transient_node,Network,nvme
6,129,8,368.8244,368.9514,transient_node,Network,nvme
6,67,4,378.3036,378.337,transient_node,Network,nvme
6,205,12,395.1731,395.219,transient_node,Network,nvme
6,198,12,402.0694,402.1131,transient_node,Network,nvme
6,8,0,409.8941,410.1892,transient_node,Network,nvme
6,119,7,411.952,412.3728,transient_node,Network,nvme
6,143,8,412.7307,412.9592,transient_node,Network,nvme
6,204,12,415.2813,416.7131,transient_node,Network,nvme
6,56,3,422.2888,422.326,transient_node,Network,nvme
6,244,15,427.5774,427.6157,transient_node,Network,nvme
6,194,12,431.8883,432.0594,transient_node,Network,nvme
6,10,0,442.0131,442.5297,transient_node,Network,nvme
6,172,10,444.5881,444.7857,transient_node,Network,nvme
6,121,7,451.6074,452.4047,transient_node,Network,nvme
6,247,15,451.7446,452.0446,transient_node,Network,nvme
6,196,12,452.4944,453.1346,transient_node,Network,nvme
6,177,11,454.2661,454.5938,transient_node,Network,nvme
6,105,6,466.1673,466.9656,transient_node,Network,nvme
6,150,9,469.1964,469.2187,transient_node,Network,nvme
6,82,5,488.7883,488.9878,transient_node,Network,nvme
6,223,13,502.8484,502.9775,transient_node,Network,nvme
6,46,2,507.1452,507.1967,transient_node,Network,nvme
6,24,1,515.6127,516.0188,transient_node,Network,nvme
6,55,3,519.8213,520.0574,transient_node,Network,nvme
6,23,1,539.5445,540.0576,transient_node,Network,nvme
6,32,2,554.1618,554.5935,transient_node,Network,nvme
