system,node,rack,start_hours,end_hours,failure_type,root_cause,drive_type
7,229,28,33.03,33.1926,transient_node,Network,nvme
7,229,28,37.4549,37.4604,transient_node,Network,nvme
7,217,27,38.0627,38.2361,transient_node,Network,nvme
7,82,10,60.857,61.0626,transient_node,Network,nvme
7,142,17,61.2608,61.7485,transient_node,Network,nvme
7,15,1,66.8533,66.94,transient_node,Network,nvme
7,131,16,77.4521,77.4568,transient_node,Network,nvme
7,216,27,82.5058,82.5318,transient_node,Network,nvme
7,108,13,110.8188,110.9699,transient_node,Network,nvme
7,86,10,138.9705,139.5108,transient_node,Network,nvme
7,47,5,141.619,141.9744,transient_node,Network,nvme
7,141,17,185.6474,185.7168,transient_node,Network,nvme
7,122,15,187.862,187.9988,transient_node,Network,nvme
7,60,7,193.6847,193.8647,transient_node,Network,nvme
7,13,1,202.2656,202.3079,transient_node,Network,nvme
7,78,9,203.3186,203.3639,transient_node,Network,nvme
7,139,17,216.3332,216.4871,transient_node,Network,nvme
7,121,15,218.1236,218.487,transient_node,Network,nvme
7,159,19,222.6538,223.0943,transient_node,Network,nvme
7,232,29,233.3038,233.3347,transient_node,Network,nvme
7,56,7,244.2166,245.1641,transient_node,Network,nvme
7,29,3,256.9023,257.087,transient_node,Network,nvme
7,92,11,260.3763,260.5672,transient_node,Network,nvme
7,69,8,274.4781,274.7625,transient_node,Network,nvme
7,213,26,280.276,280.374,transient_node,Network,nvme
7,187,23,294.5636,294.7077,transient_node,Network,nvme
7,43,5,299.5074,299.8349,transient_node,Network,nvme
7,5,0,299.6865,299.8548,transient_node,Network,nvme
7,6,0,301.4429,301.6471,transient_node,Network,nvme
7,121,15,308.19,308.6234,transient_node,Network,nvme
7,18,2,308.8469,308.9391,transient_node,Network,nvme
7,132,16,317.1547,317.2041,transient_node,Network,nvme
7,232,29,323.5519,323.7287,transient_node,Network,nvme
7,194,24,338.6318,338.7914,transient_node,Network,nvme
7,77,9,344.6912,346.0019,transient_node,Network,nvme
7,184,23,358.4263,358.4365,transient_node,Network,nvme
7,26,3,369.0787,369.1001,transient_node,Network,nvme
7,83,10,399.2607,399.4484,transient_node,Network,nvme
7,37,4,405.2822,406.2745,transient_node,Network,nvme
7,243,30,413.9508,414.0219,transient_node,Network,nvme
7,127,15,417.5029,417.6223,transient_node,Network,nvme
7,171,21,417.9259,418.1189,transient_node,Network,nvme
7,14,1,432.7763,432.8791,transient_node,Network,nvme
7,114,14,459.9082,460.1559,transient_node,Network,nvme
7,21,2,462.6537,462.8587,transient_node,Network,nvme
7,241,30,464.0167,464.4792,transient_node,Network,nvme
7,183,22,476.2321,476.4272,transient_node,Network,nvme
7,156,19,496.6408,497.2807,transient_node,Network,nvme
7,235,29,500.7055,500.8858,transient_node,Network,nvme
7,229,28,506.0962,506.146,transient_node,Network,nvme
7,109,13,535.2073,535.2698,transient_node,Network,nvme
7,12,1,567.721,567.7569,transient_node,Network,nvme
7,29,3,571.5751,571.9596,transient_node,Network,nvme
7,210,26,575.0723,575.3722,transient_node,Network,nvme
7,188,23,582.6553,582.6641,transient_node,Network,nvme
7,232,29,586.1211,586.2301,transient_node,Network,nvme
7,228,28,599.7373,600.0891,transient_node,Network,nvme
7,5,0,627.1278,627.2205,transient_node,Network,nvme
7,92,11,628.3644,628.4738,transient_node,Network,nvme
7,186,23,632.8686,633.1528,transient_node,Network,nvme
7,212,26,647.3144,647.53,transient_node,Network,nvme
7,227,28,672.1707,672.3531,transient_node,Network,nvme
7,91,11,679.7767,680.2488,transient_node,Network,nvme
7,208,26,682.1218,682.4234,transient_node,Network,nvme
7,78,9,687.4507,687.4969,transient_node,Network,nvme
7,111,13,703.0833,703.2427,transient_node,Network,nvme
7,102,12,743.4669,743.9846,transient_node,Network,nvme
7,124,15,778.6404,778.6965,transient_node,Network,nvme
7,27,3,781.3574,781.5464,transient_node,Network,nvme
7,31,3,783.0778,783.0857,transient_node,Network,nvme
7,96,12,783.7377,783.8222,transient_node,Network,nvme
7,3,0,831.1543,831.1622,transient_node,Network,nvme
7,252,31,840.3129,840.4365,transient_node,Network,nvme
7,254,31,847.1636,847.264,transient_node,Network,nvme
7,71,8,863.4583,863.6823,transient_node,Network,nvme
7,79,9,864.6383,864.838,transient_node,Network,nvme
7,149,18,876.0773,876.2315,transient_node,Network,nvme
7,25,3,885.5129,885.8073,transient_node,Network,nvme
7,87,10,894.3032,894.314,transient_node,Network,nvme
7,207,25,899.2787,899.5238,transient_node,Network,nvme
7,68,8,902.3722,902.823,transient_node,Network,nvme
7,191,23,902.6199,902.8283,transient_node,Network,nvme
7,163,20,904.8812,905.147,transient_node,Network,nvme
7,237,29,905.9697,906.0917,transient_node,Network,nvme
7,172,21,920.5071,920.517,transient_node,Network,nvme
7,67,8,945.5555,945.7707,transient_node,Network,nvme
7,107,13,958.6872,958.741,transient_node,Network,nvme
7,34,4,961.7459,961.8535,transient_node,Network,nvme
7,73,9,964.512,964.6068,transient_node,Network,nvme
7,85,10,982.084,982.2643,transient_node,Network,nvme
7,250,31,992.9216,993.2971,transient_node,Network,nvme
7,169,21,1002.8257,1002.9484,transient_node,Network,nvme
7,151,18,1009.5777,1009.7566,transient_node,Network,nvme
7,108,13,1024.8554,1025.1358,transient_node,Network,nvme
7,223,27,1034.6362,1034.6408,transient_node,Network,nvme
7,72,9,1035.6075,1035.8035,transient_node,Network,nvme
7,44,5,1040.8461,1041.5067,transient_node,Network,nvme
7,128,16,1056.1865,1056.2801,transient_node,Network,nvme
7,161,20,1073.3689,1073.5297,transient_node,Network,nvme
7,16,2,1082.2781,1082.4432,transient_node,Network,nvme
7,126,15,1087.288,1087.6153,transient_node,Network,nvme
7,180,22,1087.5636,1087.9175,transient_node,Network,nvme
7,229,28,1105.6771,1106.3691,transient_node,Network,nvme
7,80,10,1109.6645,1110.174,transient_node,Network,nvme
7,63,7,1112.208,1112.6083,transient_node,Network,nvme
7,105,13,1119.9609,1120.0551,transient_node,Network,nvme
7,156,19,1125.7482,1125.9611,transient_node,Network,nvme
7,253,31,1129.179,1129.3407,transient_node,Network,nvme
