system,node,rack,start_hours,end_hours,failure_type,root_cause,drive_type
4,49,6,6.6493,7.1773,transient_node,Network,nvme
4,84,10,32.715,32.9439,transient_node,Network,nvme
4,116,14,32.8691,32.8867,transient_node,Network,nvme
4,126,15,88.3694,88.9658,transient_node,Network,nvme
4,31,3,104.8342,104.8658,transient_node,Network,nvme
4,2,0,121.7445,121.9933,transient_node,Network,nvme
4,80,10,149.9384,150.0398,transient_node,Network,nvme
4,57,7,177.321,177.6648,transient_node,Network,nvme
4,80,10,193.0472,193.711,transient_node,Network,nvme
4,36,4,258.3027,258.7363,transient_node,Network,nvme
4,66,8,303.8801,304.0696,transient_node,Network,nvme
4,79,9,326.5045,326.7049,transient_node,Network,nvme
4,53,6,331.0237,331.2262,transient_node,Network,nvme
4,27,3,333.6496,334.1686,transient_node,Network,nvme
4,32,4,362.3387,362.7818,transient_node,Network,nvme
4,18,2,364.6306,364.9479,transient_node,Network,nvme
4,75,9,381.4427,381.5393,transient_node,Network,nvme
4,51,6,382.3929,382.4758,transient_node,Network,nvme
4,117,14,389.9976,390.0185,transient_node,Network,nvme
4,100,12,399.1115,399.4696,transient_node,Network,nvme
4,35,4,448.5296,448.6067,transient_node,Network,nvme
4,72,9,460.2081,460.3794,transient_node,Network,nvme
4,93,11,476.6252,477.0076,transient_node,Network,nvme
4,44,5,512.3688,512.6521,transient_node,Network,nvme
4,50,6,580.8506,580.9496,transient_node,Network,nvme
4,56,7,584.4132,584.8216,transient_node,Network,nvme
4,87,10,600.653,600.6861,transient_node,Network,nvme
4,1,0,636.6901,637.1006,transient_node,Network,nvme
4,17,2,737.005,737.0958,transient_node,Network,nvme
4,15,1,744.1819,744.3054,transient_node,Network,nvme
4,102,12,746.9821,746.9935,transient_node,Network,nvme
4,59,7,769.0802,769.3724,transient_node,Network,nvme
4,123,15,795.4157,795.9165,transient_node,Network,nvme
4,60,7,817.6359,817.6457,transient_node,Network,nvme
4,56,7,838.6427,839.2892,transient_node,Network,nvme
4,16,2,853.3932,853.7342,transient_node,Network,nvme
4,121,15,903.1101,903.2231,transient_node,Network,nvme
4,23,2,936.8843,937.6694,transient_node,Network,nvme
4,107,13,953.1171,953.1741,transient_node,Network,nvme
4,115,14,980.7133,980.7847,transient_node,Network,nvme
4,51,6,1017.383,1017.5046,transient_node,Network,nvme
4,104,13,1042.5473,1042.6164,transient_node,Network,nvme
4,21,2,1074.0487,1074.2808,transient_node,Network,nvme
4,9,1,1076.6704,1076.9881,transient_node,Network,nvme
4,58,7,1083.3353,1083.535,transient_node,Network,nvme
4,94,11,1085.7599,1086.184,transient_node,Network,nvme
4,5,0,1132.3647,1132.7775,transient_node,Network,nvme
4,20,2,1135.6435,1135.6792,transient_node,Network,nvme
4,70,8,1141.2411,1141.3691,transient_node,Network,nvme
4,50,6,1163.7276,1163.7447,transient_node,Network,nvme
4,67,8,1165.9263,1166.1197,transient_node,Network,nvme
4,14,1,1194.5015,1194.6621,transient_node,Network,nvme
4,17,2,1263.9778,1264.4979,transient_node,Network,nvme
4,54,6,1281.1314,1281.2853,transient_node,Network,nvme
4,46,5,1294.8699,1295.0202,transient_node,Network,nvme
4,104,13,1309.5545,1309.7716,transient_node,Network,nvme
4,77,9,1324.8202,1325.6319,transient_node,Network,nvme
