system,node,rack,start_hours,end_hours,failure_type,root_cause,drive_type
14,1009,31,5.4531,5.5745,transient_node,Network,nvme
14,792,24,5.5479,5.6262,transient_node,Network,nvme
14,811,25,10.0321,10.3035,transient_node,Network,nvme
14,907,28,16.3325,16.5877,transient_node,Network,nvme
14,210,6,17.1917,17.5259,transient_node,Network,nvme
14,793,24,17.4271,17.5114,transient_node,Network,nvme
14,647,20,19.4381,20.086,transient_node,Network,nvme
14,477,14,25.7154,25.9148,transient_node,Network,nvme
14,171,5,27.9081,28.07,transient_node,Network,nvme
14,744,23,29.2207,29.289,transient_node,Network,nvme
14,775,24,30.2719,30.6136,transient_node,Network,nvme
14,855,26,34.9728,35.6393,transient_node,Network,nvme
14,975,30,38.1409,38.6367,transient_node,Network,nvme
14,341,10,41.1003,41.2795,transient_node,Network,nvme
14,387,12,42.3537,42.5845,transient_node,Network,nvme
14,905,28,45.92,46.0224,transient_node,Network,nvme
14,902,28,48.7178,49.0676,transient_node,Network,nvme
14,542,16,52.1438,52.4055,transient_node,Network,nvme
14,565,17,55.7419,56.1343,transient_node,Network,nvme
14,966,30,56.9566,57.431,transient_node,Network,nvme
14,137,4,57.4934,58.2745,transient_node,Network,nvme
14,372,11,59.5701,59.6071,transient_node,Network,nvme
14,2,0,60.9545,61.0758,transient_node,Network,nvme
14,798,24,61.8415,62.6876,transient_node,Network,nvme
14,380,11,65.7319,66.2008,transient_node,Network,nvme
14,883,27,66.1852,66.797,transient_node,Network,nvme
14,969,30,69.1133,69.1312,transient_node,Network,nvme
14,1023,31,70.1241,70.1619,transient_node,Network,nvme
14,936,29,72.9305,73.1389,transient_node,Network,nvme
14,382,11,80.4225,80.9275,transient_node,Network,nvme
14,119,3,80.6829,83.1458,permanent_node,NVMe_Sudden_Death,nvme
14,967,30,80.8162,80.8389,transient_node,Network,nvme
14,19,0,81.3664,81.3972,transient_node,Network,nvme
14,255,7,85.3056,85.4172,transient_node,Network,nvme
14,483,15,96.1709,96.2126,transient_node,Network,nvme
14,120,3,96.1819,96.6891,transient_node,Network,nvme
14,619,19,97.2957,97.346,transient_node,Network,nvme
14,638,19,98.7687,98.9027,transient_node,Network,nvme
14,304,9,108.3812,108.3921,transient_node,Network,nvme
14,750,23,108.7035,108.9715,transient_node,Network,nvme
14,482,15,114.6753,114.8374,transient_node,Network,nvme
14,969,30,114.7927,115.0347,transient_node,Network,nvme
14,471,14,115.293,115.3396,transient_node,Network,nvme
14,1016,31,116.2987,116.4179,transient_node,Network,nvme
14,131,4,121.4397,121.4661,transient_node,Network,nvme
14,381,11,127.3254,127.3912,transient_node,Network,nvme
14,99,3,127.8741,128.4975,transient_node,Network,nvme
14,967,30,128.553,129.2067,transient_node,Network,nvme
14,374,11,131.9635,132.1776,transient_node,Network,nvme
14,224,7,137.9145,138.1325,transient_node,Network,nvme
14,62,1,137.9875,137.9962,transient_node,Network,nvme
14,292,9,139.7024,140.2336,transient_node,Network,nvme
14,457,14,146.0734,146.2187,transient_node,Network,nvme
14,29,0,147.6093,148.0013,transient_node,Network,nvme
14,152,4,148.4854,148.5377,transient_node,Network,nvme
14,840,26,149.3548,149.4165,transient_node,Network,nvme
14,883,27,149.6677,149.7774,transient_node,Network,nvme
14,582,18,151.9973,152.3166,transient_node,Network,nvme
14,337,10,156.7519,156.7632,transient_node,Network,nvme
14,748,23,159.3012,159.5336,transient_node,Network,nvme
14,970,30,166.2011,166.3211,transient_node,Network,nvme
14,364,11,169.4347,169.6152,transient_node,Network,nvme
14,238,7,172.4379,173.0968,transient_node,Network,nvme
14,773,24,172.4922,172.5721,transient_node,Network,nvme
14,529,16,178.1156,178.2746,transient_node,Network,nvme
14,7,0,178.349,178.382,transient_node,Network,nvme
14,938,29,183.251,183.5867,transient_node,Network,nvme
14,885,27,184.3924,184.841,transient_node,Network,nvme
14,819,25,198.8967,198.9598,transient_node,Network,nvme
14,655,20,199.4183,199.8211,transient_node,Network,nvme
14,642,20,208.5272,208.5411,transient_node,Network,nvme
14,87,2,210.0865,210.1805,transient_node,Network,nvme
14,534,16,210.5343,210.5971,transient_node,Network,nvme
14,991,30,216.2904,216.3709,transient_node,Network,nvme
14,4,0,220.6806,220.7557,transient_node,Network,nvme
14,180,5,220.9971,221.5604,transient_node,Network,nvme
14,364,11,222.1871,222.5283,transient_node,Network,nvme
14,912,28,222.581,222.7397,transient_node,Network,nvme
14,733,22,225.2559,225.4505,transient_node,Network,nvme
14,123,3,225.5213,225.6504,transient_node,Network,nvme
14,587,18,228.3365,228.5352,transient_node,Network,nvme
14,983,30,232.1529,232.2757,transient_node,Network,nvme
14,426,13,233.8093,233.8773,transient_node,Network,nvme
14,780,24,236.9169,237.238,transient_node,Network,nvme
14,151,4,239.8685,240.1195,transient_node,Network,nvme
14,30,0,241.557,242.1828,transient_node,Network,nvme
14,705,22,247.189,247.2052,transient_node,Network,nvme
14,801,25,248.4367,248.4459,transient_node,Network,nvme
14,792,24,249.9729,250.4208,transient_node,Network,nvme
14,780,24,255.8569,256.0836,transient_node,Network,nvme
14,986,30,258.1737,258.2682,transient_node,Network,nvme
14,340,10,259.3072,259.3688,transient_node,Network,nvme
14,30,0,265.1356,265.3431,transient_node,Network,nvme
14,55,1,268.7688,268.7765,transient_node,Network,nvme
14,650,20,269.0926,269.2016,transient_node,Network,nvme
14,54,1,279.085,279.2147,transient_node,Network,nvme
14,157,4,280.0077,280.0094,transient_node,Network,nvme
14,973,30,281.0522,281.9543,transient_node,Network,nvme
14,548,17,283.9492,284.0381,transient_node,Network,nvme
14,686,21,285.9024,286.0879,transient_node,Network,nvme
14,398,12,287.0105,287.4643,transient_node,Network,nvme
14,476,14,289.4575,290.1656,transient_node,Network,nvme
14,614,19,290.967,290.9828,transient_node,Network,nvme
14,511,15,291.97,292.0065,transient_node,Network,nvme
14,585,18,294.8989,294.9233,transient_node,Network,nvme
14,473,14,296.6195,296.6708,transient_node,Network,nvme
14,286,8,297.266,298.0387,transient_node,Network,nvme
14,395,12,298.7286,298.7789,transient_node,Network,nvme
14,23,0,299.6086,302.3933,permanent_node,NVMe_Sudden_Death,nvme
14,607,18,300.5163,300.5226,transient_node,Network,nvme
14,849,26,306.5177,307.6083,transient_node,Network,nvme
14,9,0,309.9249,310.0242,transient_node,Network,nvme
14,30,0,310.1708,310.8757,transient_node,Network,nvme
14,407,12,310.6483,310.665,transient_node,Network,nvme
14,910,28,316.6337,317.197,transient_node,Network,nvme
14,883,27,318.9779,319.0037,transient_node,Network,nvme
14,458,14,321.4014,321.6921,transient_node,Network,nvme
14,864,27,321.7939,321.9691,transient_node,Network,nvme
14,539,16,323.3436,323.5358,transient_node,Network,nvme
14,574,17,325.787,325.883,transient_node,Network,nvme
14,277,8,330.7769,332.0309,transient_node,Network,nvme
14,604,18,332.8803,333.8311,transient_node,Network,nvme
14,171,5,334.3619,334.5981,transient_node,Network,nvme
14,427,13,336.2681,336.5175,transient_node,Network,nvme
14,367,11,336.6271,336.778,transient_node,Network,nvme
14,498,15,336.7163,336.9513,transient_node,Network,nvme
14,595,18,344.0738,344.4355,transient_node,Network,nvme
14,709,22,345.4705,345.5522,transient_node,Network,nvme
14,982,30,349.6225,349.6881,transient_node,Network,nvme
14,803,25,350.8533,351.3692,transient_node,Network,nvme
14,869,27,354.9119,354.9588,transient_node,Network,nvme
14,143,4,356.6917,356.6972,transient_node,Network,nvme
14,970,30,358.5035,358.6819,transient_node,Network,nvme
14,995,31,359.136,359.7218,transient_node,Network,nvme
14,554,17,360.2857,361.0082,transient_node,Network,nvme
14,230,7,361.671,361.7881,transient_node,Network,nvme
14,461,14,365.0,365.1346,transient_node,Network,nvme
14,948,29,369.1308,369.2705,transient_node,Network,nvme
14,720,22,372.1284,372.345,transient_node,Network,nvme
14,784,24,372.684,372.7436,transient_node,Network,nvme
14,464,14,378.5481,378.6154,transient_node,Network,nvme
14,34,1,379.007,379.103,transient_node,Network,nvme
14,648,20,379.0601,379.5354,transient_node,Network,nvme
14,474,14,384.4108,384.5249,transient_node,Network,nvme
14,876,27,387.5245,387.6169,transient_node,Network,nvme
14,22,0,388.9529,389.4163,transient_node,Network,nvme
14,293,9,389.3379,389.9774,transient_node,Network,nvme
14,505,15,393.7179,393.8841,transient_node,Network,nvme
14,757,23,394.9091,394.9799,transient_node,Network,nvme
14,989,30,395.8443,396.0124,transient_node,Network,nvme
14,759,23,400.8109,400.9052,transient_node,Network,nvme
14,103,3,401.7203,401.998,transient_node,Network,nvme
14,251,7,403.0919,403.4173,transient_node,Network,nvme
14,628,19,403.4492,403.5441,transient_node,Network,nvme
14,563,17,419.2911,419.4875,transient_node,Network,nvme
14,159,4,420.0497,420.1503,transient_node,Network,nvme
14,865,27,421.2042,421.2579,transient_node,Network,nvme
14,667,20,422.9501,422.9934,transient_node,Network,nvme
14,587,18,423.869,424.7044,transient_node,Network,nvme
14,827,25,424.0412,424.1105,transient_node,Network,nvme
14,929,29,424.8871,425.0738,transient_node,Network,nvme
14,624,19,427.1869,427.2402,transient_node,Network,nvme
14,369,11,429.9554,430.9435,transient_node,Network,nvme
14,437,13,435.0355,435.081,transient_node,Network,nvme
14,971,30,435.2439,435.5535,transient_node,Network,nvme
14,692,21,437.1331,437.2159,transient_node,Network,nvme
14,752,23,438.3865,438.4301,transient_node,Network,nvme
14,879,27,442.722,442.7704,transient_node,Network,nvme
14,46,1,444.8223,444.8272,transient_node,Network,nvme
14,236,7,450.9751,451.7626,transient_node,Network,nvme
14,656,20,455.1955,456.1217,transient_node,Network,nvme
14,244,7,456.1498,456.3968,transient_node,Network,nvme
14,216,6,456.8012,457.0327,transient_node,Network,nvme
14,166,5,460.6621,461.1369,transient_node,Network,nvme
14,521,16,465.5423,466.5148,transient_node,Network,nvme
14,839,26,467.4617,467.5603,transient_node,Network,nvme
