system,node,rack,start_hours,end_hours,failure_type,root_cause,drive_type
5,124,15,4.9262,6.2809,transient_node,Network,ssd
5,33,4,14.3461,14.5863,transient_node,Network,ssd
5,5,0,15.9254,16.1264,transient_node,Network,ssd
5,94,11,32.2347,32.2577,transient_node,Network,ssd
5,117,14,66.9749,67.0095,transient_node,Network,ssd
5,29,3,78.2405,78.3133,transient_node,Network,ssd
5,3,0,80.1445,80.1593,transient_node,Network,ssd
5,94,11,153.9647,154.3514,transient_node,Network,ssd
5,26,3,165.1615,165.1839,transient_node,Network,ssd
5,16,2,173.2551,173.5556,transient_node,Network,ssd
5,45,5,209.8778,209.9081,transient_node,Network,ssd
5,15,1,223.6305,224.107,transient_node,Network,ssd
5,62,7,250.3889,251.8585,transient_node,Network,ssd
5,9,1,294.6735,294.9842,transient_node,Network,ssd
5,42,5,356.8691,357.1945,transient_node,Network,ssd
5,22,2,372.558,372.8485,transient_node,Network,ssd
5,73,9,382.0194,382.0697,transient_node,Network,ssd
5,86,10,397.6756,397.8191,transient_node,Network,ssd
5,76,9,424.5933,425.5451,permanent_node,SSD_Sudden_Death,ssd
5,70,8,429.2515,429.2627,transient_node,Network,ssd
5,60,7,462.128,462.2801,transient_node,Network,ssd
5,52,6,508.1407,508.4716,transient_node,Network,ssd
5,116,14,508.8011,509.0568,transient_node,Network,ssd
5,26,3,570.7064,571.5656,transient_node,Network,ssd
5,27,3,582.1281,582.1435,transient_node,Network,ssd
5,18,2,618.7397,619.3731,transient_node,Network,ssd
5,48,6,618.9117,619.2187,transient_node,Network,ssd
5,105,13,631.1297,631.17,transient_node,Network,ssd
5,115,14,662.1478,662.2996,transient_node,Network,ssd
5,62,7,663.514,663.5968,transient_node,Network,ssd
5,54,6,674.7901,675.0986,transient_node,Network,ssd
5,79,9,743.9335,744.0048,transient_node,Network,ssd
5,58,7,743.9874,744.0383,transient_node,Network,ssd
5,87,10,759.9121,759.981,transient_node,Network,ssd
5,20,2,842.5269,842.6243,transient_node,Network,ssd
5,24,3,866.776,866.8087,transient_node,Network,ssd
5,108,13,901.8598,901.9222,transient_node,Network,ssd
5,104,13,911.1403,911.7765,transient_node,Network,ssd
5,121,15,917.5115,918.0557,transient_node,Network,ssd
5,84,10,920.2948,920.3913,transient_node,Network,ssd
5,57,7,923.0055,923.4003,transient_node,Network,ssd
5,10,1,930.1112,930.6732,transient_node,Network,ssd
5,12,1,953.3135,953.3473,transient_node,Network,ssd
5,72,9,1017.5032,1017.7815,transient_node,Network,ssd
5,109,13,1079.2594,1079.3886,transient_node,Network,ssd
5,88,11,1100.8555,1100.9151,transient_node,Network,ssd
5,110,13,1110.0246,1110.1102,transient_node,Network,ssd
5,24,3,1112.9993,1113.5778,transient_node,Network,ssd
5,110,13,1140.87,1141.3507,transient_node,Network,ssd
5,74,9,1194.0766,1194.627,transient_node,Network,ssd
5,101,12,1215.6995,1215.8569,transient_node,Network,ssd
5,6,0,1243.6114,1243.7624,transient_node,Network,ssd
5,25,3,1259.2065,1259.2721,transient_node,Network,ssd
5,61,7,1311.3292,1311.7539,transient_node,Network,ssd
5,124,15,1323.0175,1323.1264,transient_node,Network,ssd
5,20,2,1359.5838,1359.6437,transient_node,Network,ssd
5,116,14,1360.2184,1360.5518,transient_node,Network,ssd
5,22,2,1377.841,1378.0328,transient_node,Network,ssd
5,58,7,1444.3951,1445.2578,transient_node,Network,ssd
5,74,9,1459.6258,1459.7786,transient_node,Network,ssd
5,111,13,1467.5961,1467.6516,transient_node,Network,ssd
5,31,3,1492.7226,1492.9361,transient_node,Network,ssd
5,30,3,1500.4392,1500.4931,transient_node,Network,ssd
5,60,7,1510.0733,1510.0768,transient_node,Network,ssd
5,118,14,1530.7544,1530.8968,transient_node,Network,ssd
5,112,14,1550.4735,1550.6932,transient_node,Network,ssd
5,23,2,1550.7851,1550.8671,transient_node,Network,ssd
5,52,6,1562.298,1562.3803,transient_node,Network,ssd
5,44,5,1563.5633,1563.6694,transient_node,Network,ssd
5,41,5,1597.5963,1597.9826,transient_node,Network,ssd
5,45,5,1617.6616,1617.7667,transient_node,Network,ssd
5,42,5,1643.0486,1643.1029,transient_node,Network,ssd
5,118,14,1644.0879,1644.1005,transient_node,Network,ssd
5,36,4,1709.8013,1709.9286,transient_node,Network,ssd
5,7,0,1715.3205,1715.3702,transient_node,Network,ssd
5,36,4,1716.6112,1716.6148,transient_node,Network,ssd
5,103,12,1718.4171,1718.506,transient_node,Network,ssd
5,118,14,1751.7158,1751.8717,transient_node,Network,ssd
5,127,15,1763.1448,1763.1967,transient_node,Network,ssd
5,17,2,1800.1484,1800.3348,transient_node,Network,ssd
5,97,12,1826.7272,1827.4542,transient_node,Network,ssd
5,55,6,1856.0771,1856.1404,transient_node,Network,ssd
5,71,8,1892.6986,1892.7945,transient_node,Network,ssd
5,100,12,1894.9872,1895.2063,transient_node,Network,ssd
5,104,13,1939.1435,1939.3068,transient_node,Network,ssd
5,108,13,1950.2896,1950.5676,transient_node,Network,ssd
5,39,4,2015.0035,2015.2577,transient_node,Network,ssd
5,65,8,2019.872,2020.1402,transient_node,Network,ssd
5,119,14,2067.4704,2067.5024,transient_node,Network,ssd
5,46,5,2085.6438,2085.8476,transient_node,Network,ssd
5,89,11,2102.2893,2102.3284,transient_node,Network,ssd
5,63,7,2143.545,2143.671,transient_node,Network,ssd
5,122,15,2208.8294,2209.0069,transient_node,Network,ssd
5,97,12,2216.6677,2216.6791,transient_node,Network,ssd
5,77,9,2242.9533,2243.0601,transient_node,Network,ssd
5,119,14,2263.2127,2263.2911,transient_node,Network,ssd
5,7,0,2287.1706,2287.201,transient_node,Network,ssd
5,97,12,2341.3426,2341.38,transient_node,Network,ssd
5,52,6,2359.7425,2359.9757,transient_node,Network,ssd
5,31,3,2363.7902,2364.0069,transient_node,Network,ssd
5,55,6,2373.4438,2373.6588,transient_node,Network,ssd
5,48,6,2400.4549,2400.779,transient_node,Network,ssd
5,8,1,2489.1396,2489.2791,transient_node,Network,ssd
5,79,9,2493.2916,2493.3875,transient_node,Network,ssd
5,37,4,2497.7423,2497.8589,transient_node,Network,ssd
5,62,7,2505.245,2505.6797,transient_node,Network,ssd
5,56,7,2528.8196,2528.9636,transient_node,Network,ssd
5,112,14,2616.4019,2616.5161,transient_node,Network,ssd
5,6,0,2616.4119,2616.6527,transient_node,Network,ssd
5,48,6,2706.2584,2706.8317,transient_node,Network,ssd
5,80,10,2724.7184,2724.991,transient_node,Network,ssd
5,26,3,2727.3897,2727.6237,transient_node,Network,ssd
5,19,2,2773.7296,2773.7395,transient_node,Network,ssd
5,4,0,2777.1085,2777.1748,transient_node,Network,ssd
5,118,14,2796.6844,2796.7167,transient_node,Network,ssd
5,73,9,2811.7144,2811.8487,transient_node,Network,ssd
5,70,8,2834.344,2834.5957,transient_node,Network,ssd
5,59,7,2868.3106,2868.3214,transient_node,Network,ssd
5,76,9,2876.6488,2876.6687,transient_node,Network,ssd
5,102,12,2877.7201,2878.0314,transient_node,Network,ssd
5,52,6,2906.6119,2906.819,transient_node,Network,ssd
5,42,5,2928.7312,2928.7347,transient_node,Network,ssd
5,80,10,2999.0587,2999.0631,transient_node,Network,ssd
5,21,2,3008.4306,3009.1431,transient_node,Network,ssd
5,89,11,3037.1819,3037.6086,transient_node,Network,ssd
5,84,10,3084.8634,3085.0242,transient_node,Network,ssd
5,94,11,3087.2213,3087.3415,transient_node,Network,ssd
5,5,0,3128.479,3128.6242,transient_node,Network,ssd
5,23,2,3129.2875,3129.3612,transient_node,Network,ssd
5,44,5,3130.5445,3130.6023,transient_node,Network,ssd
5,24,3,3151.7686,3152.1725,transient_node,Network,ssd
5,43,5,3170.8578,3171.1108,transient_node,Network,ssd
5,30,3,3173.5527,3173.5733,transient_node,Network,ssd
5,26,3,3178.3875,3178.621,transient_node,Network,ssd
5,79,9,3226.9911,3227.9486,transient_node,Network,ssd
5,91,11,3228.6544,3228.9904,transient_node,Network,ssd
5,117,14,3304.6186,3304.6898,transient_node,Network,ssd
5,24,3,3322.7878,3322.8824,transient_node,Network,ssd
5,9,1,3403.928,3403.9334,transient_node,Network,ssd
5,2,0,3431.9456,3432.1999,transient_node,Network,ssd
5,50,6,3464.0152,3464.0356,transient_node,Network,ssd
5,92,11,3465.0024,3465.0255,transient_node,Network,ssd
5,55,6,3484.0138,3484.8647,transient_node,Network,ssd
5,116,14,3521.4711,3521.5792,transient_node,Network,ssd
5,27,3,3584.3362,3584.4957,transient_node,Network,ssd
5,68,8,3589.9653,3590.2177,transient_node,Network,ssd
5,24,3,3594.7491,3594.8445,transient_node,Network,ssd
5,81,10,3613.1525,3613.4033,transient_node,Network,ssd
5,48,6,3626.926,3626.9984,transient_node,Network,ssd
5,75,9,3665.7345,3665.9196,transient_node,Network,ssd
5,93,11,3734.4492,3734.6818,transient_node,Network,ssd
5,60,7,3738.8055,3738.8265,transient_node,Network,ssd
5,18,2,3755.9624,3756.0031,transient_node,Network,ssd
5,101,12,3812.6249,3812.6669,transient_node,Network,ssd
5,52,6,3822.1095,3822.3284,transient_node,Network,ssd
5,25,3,3829.4411,3829.5591,transient_node,Network,ssd
5,38,4,3840.6584,3841.063,transient_node,Network,ssd
5,10,1,3856.9643,3857.0773,transient_node,Network,ssd
5,64,8,3858.3231,3858.7915,transient_node,Network,ssd
5,110,13,3907.802,3908.2109,transient_node,Network,ssd
5,44,5,3933.4338,3933.4666,transient_node,Network,ssd
5,29,3,3960.9821,3961.1188,transient_node,Network,ssd
5,26,3,4000.5575,4001.2347,transient_node,Network,ssd
5,54,6,4051.7265,4052.3418,transient_node,Network,ssd
5,66,8,4053.6415,4053.94,transient_node,Network,ssd
5,38,4,4113.8398,4113.9632,transient_node,Network,ssd
5,47,5,4167.7841,4168.2537,transient_node,Network,ssd
5,126,15,4181.7687,4182.4991,transient_node,Network,ssd
5,45,5,4188.6456,4188.9574,transient_node,Network,ssd
5,62,7,4195.3091,4195.3771,transient_node,Network,ssd
5,43,5,4246.9629,4247.214,transient_node,Network,ssd
5,74,9,4250.7195,4251.1947,transient_node,Network,ssd
5,76,9,4282.1705,4282.2628,transient_node,Network,ssd
5,116,14,4293.5537,4293.7817,transient_node,Network,ssd
5,64,8,4304.3468,4304.391,transient_node,Network,ssd
5,67,8,4351.5734,4351.7458,transient_node,Network,ssd
5,119,14,4413.3197,4413.351,transient_node,Network,ssd
5,42,5,4454.2661,4454.3195,transient_node,Network,ssd
5,8,1,4467.0076,4467.0421,transient_node,Network,ssd
5,102,12,4473.607,4473.6571,transient_node,Network,ssd
5,5,0,4503.0654,4503.3465,transient_node,Network,ssd
5,25,3,4579.4366,4579.558,transient_node,Network,ssd
5,115,14,4592.5803,4592.6575,transient_node,Network,ssd
5,102,12,4617.3614,4617.4638,transient_node,Network,ssd
5,69,8,4621.864,4621.9565,transient_node,Network,ssd
5,108,13,4629.3502,4629.5934,transient_node,Network,ssd
5,50,6,4645.5173,4646.5714,transient_node,Network,ssd
5,16,2,4659.475,4659.5564,transient_node,Network,ssd
5,112,14,4692.4148,4692.4774,transient_node,Network,ssd
5,30,3,4697.6542,4697.7861,transient_node,Network,ssd
5,37,4,4734.9991,4735.2959,transient_node,Network,ssd
5,2,0,4742.9409,4743.1562,transient_node,Network,ssd
5,17,2,4747.2364,4747.5384,transient_node,Network,ssd
5,84,10,4777.5082,4777.5347,transient_node,Network,ssd
5,16,2,4781.7951,4781.8409,transient_node,Network,ssd
5,29,3,4808.3177,4808.7167,transient_node,Network,ssd
5,69,8,4860.8487,4861.1377,transient_node,Network,ssd
5,1,0,4869.8714,4870.0419,transient_node,Network,ssd
5,82,10,4896.6394,4896.9414,transient_node,Network,ssd
5,41,5,4901.4093,4901.6774,transient_node,Network,ssd
5,21,2,4902.3391,4902.4232,transient_node,Network,ssd
5,69,8,4909.3632,4909.5174,transient_node,Network,ssd
5,18,2,4929.2603,4930.0879,transient_node,Network,ssd
5,111,13,4934.7741,4934.8212,transient_node,Network,ssd
5,68,8,4938.3467,4938.5783,transient_node,Network,ssd
5,74,9,5039.3872,5039.6727,transient_node,Network,ssd
5,32,4,5064.8437,5064.9294,transient_node,Network,ssd
5,110,13,5093.0229,5093.0758,transient_node,Network,ssd
5,119,14,5109.1029,5110.7183,transient_node,Network,ssd
5,119,14,5132.3064,5133.0553,transient_node,Network,ssd
5,122,15,5196.4042,5196.4129,transient_node,Network,ssd
5,20,2,5205.1802,5205.3233,transient_node,Network,ssd
5,114,14,5220.6668,5221.2875,transient_node,Network,ssd
5,43,5,5225.3419,5225.4149,transient_node,Network,ssd
5,7,0,5323.8417,5323.8546,transient_node,Network,ssd
5,25,3,5343.9685,5344.1334,transient_node,Network,ssd
5,38,4,5379.2139,5379.2652,transient_node,Network,ssd
5,99,12,5427.7612,5428.0157,transient_node,Network,ssd
5,116,14,5461.1041,5462.1542,transient_node,Network,ssd
5,98,12,5586.7061,5587.1139,transient_node,Network,ssd
5,81,10,5604.8678,5605.2333,transient_node,Network,ssd
5,101,12,5607.3684,5607.4102,transient_node,Network,ssd
5,125,15,5629.4821,5629.57,transient_node,Network,ssd
5,66,8,5644.7415,5644.8609,transient_node,Network,ssd
5,4,0,5687.6532,5687.9321,transient_node,Network,ssd
5,54,6,5708.8529,5709.4268,transient_node,Network,ssd
5,75,9,5755.5952,5756.0622,transient_node,Network,ssd
5,91,11,5773.5459,5773.8104,transient_node,Network,ssd
5,81,10,5788.0316,5788.1911,transient_node,Network,ssd
5,101,12,5802.2405,5802.2551,transient_node,Network,ssd
5,83,10,5832.8892,5833.1898,transient_node,Network,ssd
5,105,13,5860.6167,5861.3849,transient_node,Network,ssd
5,0,0,5870.7905,5871.4427,transient_node,Network,ssd
5,1,0,5883.4628,5883.5096,transient_node,Network,ssd
5,92,11,5896.6765,5896.7836,transient_node,Network,ssd
5,114,14,5919.43,5919.8667,transient_node,Network,ssd
5,3,0,5928.5306,5928.5697,transient_node,Network,ssd
5,22,2,5941.7146,5942.0046,transient_node,Network,ssd
5,56,7,5950.4639,5950.601,transient_node,Network,ssd
5,122,15,5962.5596,5962.9768,transient_node,Network,ssd
5,117,14,5967.3591,5967.5517,transient_node,Network,ssd
5,125,15,5968.836,5968.8475,transient_node,Network,ssd
5,116,14,5980.8946,5980.956,transient_node,Network,ssd
5,76,9,6023.0584,6023.4814,transient_node,Network,ssd
5,83,10,6042.0429,6042.6071,transient_node,Network,ssd
5,61,7,6047.573,6047.732,transient_node,Network,ssd
5,96,12,6107.1673,6107.3779,transient_node,Network,ssd
