system,node,rack,start_hours,end_hours,failure_type,root_cause,drive_type
8,141,8,8.0698,8.4722,transient_node,Network,ssd
8,438,27,8.3791,8.3946,transient_node,Network,ssd
8,464,29,14.9365,15.2188,transient_node,Network,ssd
8,32,2,23.8159,24.2326,transient_node,Network,ssd
8,448,28,27.9004,27.9908,transient_node,Network,ssd
8,209,13,36.3021,36.4997,transient_node,Network,ssd
8,332,20,37.1643,37.7859,transient_node,Network,ssd
8,483,30,39.0247,39.8559,transient_node,Network,ssd
8,291,18,63.1902,63.3345,transient_node,Network,ssd
8,367,22,64.5828,64.5923,transient_node,Network,ssd
8,469,29,81.8463,82.6714,transient_node,Network,ssd
8,161,10,90.8552,90.9223,transient_node,Network,ssd
8,501,31,107.5436,108.0103,transient_node,Network,ssd
8,417,26,109.4038,109.7507,transient_node,Network,ssd
8,400,25,112.5095,112.5624,transient_node,Network,ssd
8,346,21,119.0067,119.812,transient_node,Network,ssd
8,374,23,121.4675,121.4714,transient_node,Network,ssd
8,286,17,123.5884,124.1476,transient_node,Network,ssd
8,392,24,133.8285,133.9148,transient_node,Network,ssd
8,292,18,141.4767,141.509,transient_node,Network,ssd
8,269,16,143.2267,143.8518,transient_node,Network,ssd
8,64,4,152.1101,152.1816,transient_node,Network,ssd
8,179,11,164.9984,165.5447,transient_node,Network,ssd
8,212,13,171.081,171.5173,transient_node,Network,ssd
8,149,9,173.0588,173.3812,transient_node,Network,ssd
8,28,1,178.157,178.325,transient_node,Network,ssd
8,249,15,185.8606,186.3279,transient_node,Network,ssd
8,191,11,195.1976,195.2674,transient_node,Network,ssd
8,413,25,207.5674,207.6532,transient_node,Network,ssd
8,291,18,217.4862,218.1137,transient_node,Network,ssd
8,263,16,219.1937,220.2924,transient_node,Network,ssd
8,367,22,233.3315,233.3575,transient_node,Network,ssd
8,443,27,236.5565,237.3191,transient_node,Network,ssd
8,402,25,237.9715,238.5537,transient_node,Network,ssd
8,371,23,244.5198,245.0087,transient_node,Network,ssd
8,275,17,245.7197,245.7549,transient_node,Network,ssd
8,30,1,283.0768,283.5498,transient_node,Network,ssd
8,348,21,287.066,287.6173,transient_node,Network,ssd
8,53,3,299.4894,300.0744,transient_node,Network,ssd
8,206,12,301.9595,301.9933,transient_node,Network,ssd
8,232,14,304.206,304.3528,transient_node,Network,ssd
8,374,23,305.3045,306.6357,transient_node,Network,ssd
8,66,4,317.3468,317.5351,transient_node,Network,ssd
8,254,15,320.1165,320.4639,transient_node,Network,ssd
8,337,21,322.955,323.182,transient_node,Network,ssd
